userid,logDate,gamename,cognitiveScore,gameScore
6165857,2025-12-16,"Memory Go Round",68,1483
6165857,2025-12-16,"Memory Go Round",79,2204
6165857,2025-12-16,"Memory Go Round",79,2198
6165857,2025-12-17,"Memory Go Round",77,2098
6165857,2025-12-17,"Memory Go Round",79,2198
6165857,2025-12-17,"Memory Go Round",81,2304
6165857,2025-11-24,"Brain Sparkle",20,157
6165857,2025-11-24,"Brain Sparkle",9,70
6165857,2025-11-24,"Brain Sparkle",12,95
6165857,2025-11-24,"Brain Sparkle",25,207
6165857,2025-11-24,"Brain Sparkle",43,464
6165857,2025-11-24,"Brain Sparkle",25,173
6165857,2025-11-26,"Brain Sparkle",45,348
6165857,2025-11-27,"Brain Sparkle",68,1564
6165857,2025-11-27,"Brain Sparkle",68,1483
6165857,2025-11-28,"Brain Sparkle",39,253
6165857,2025-11-28,"Brain Sparkle",34,133
6165857,2025-11-28,"Brain Sparkle",40,412
6165857,2025-11-28,"Brain Sparkle",30,70
6165857,2025-11-29,"Brain Sparkle",39,13
6165857,2025-11-30,"Brain Sparkle",43,362
6165857,2025-11-30,"Brain Sparkle",43,403
6165857,2025-11-30,"Brain Sparkle",28,0
6165857,2025-11-30,"Brain Sparkle",32,13
6165857,2025-11-30,"Brain Sparkle",56,890
6165857,2025-11-30,"Brain Sparkle",28,29
6165857,2025-12-01,"Brain Sparkle",43,400
6165857,2025-12-01,"Brain Sparkle",59,1030
6165857,2025-12-01,"Brain Sparkle",47,731
6165857,2025-12-01,"Brain Sparkle",31,0
6165857,2025-12-01,"Brain Sparkle",23,225
6165857,2025-12-01,"Brain Sparkle",19,142
6165857,2025-12-01,"Brain Sparkle",23,225
6165857,2025-12-01,"Brain Sparkle",43,743
6165857,2025-12-01,"Brain Sparkle",46,576
6165857,2025-12-01,"Brain Sparkle",25,93
6165857,2025-12-01,"Brain Sparkle",17,204
6165857,2025-12-01,"Brain Sparkle",80,2303
6165857,2025-12-01,"Brain Sparkle",0,0
6165857,2025-12-01,"Brain Sparkle",70,1587
6165857,2025-12-01,"Brain Sparkle",93,3223
6165857,2025-12-02,"Brain Sparkle",40,349
6165857,2025-12-02,"Brain Sparkle",38,142
6165857,2025-12-02,"Brain Sparkle",38,63
6165857,2025-12-02,"Brain Sparkle",45,384
6165857,2025-12-02,"Brain Sparkle",45,662
6165857,2025-12-02,"Brain Sparkle",55,823
6165857,2025-12-02,"Brain Sparkle",31,148
6165857,2025-12-02,"Brain Sparkle",75,1971
6165857,2025-12-02,"Brain Sparkle",68,1378
6165857,2025-12-02,"Brain Sparkle",55,879
6165857,2025-12-02,"Brain Sparkle",46,596
6165857,2025-12-02,"Brain Sparkle",47,610
6165857,2025-12-02,"Brain Sparkle",50,720
6165857,2025-12-02,"Brain Sparkle",37,292
6165857,2025-12-02,"Brain Sparkle",51,691
6165857,2025-12-02,"Brain Sparkle",44,526
6165857,2025-12-02,"Brain Sparkle",38,220
6165857,2025-12-02,"Brain Sparkle",42,518
6165857,2025-12-02,"Brain Sparkle",47,713
6165857,2025-12-02,"Brain Sparkle",32,136
6165857,2025-12-03,"Brain Sparkle",0,0
6165857,2025-12-03,"Brain Sparkle",53,733
6165857,2025-12-03,"Brain Sparkle",30,182
6165857,2025-12-03,"Brain Sparkle",46,597
6165857,2025-12-03,"Brain Sparkle",50,693
6165857,2025-12-03,"Brain Sparkle",29,245
6165857,2025-12-04,"Brain Sparkle",49,334
6165857,2025-12-04,"Brain Sparkle",57,896
6165857,2025-12-04,"Brain Sparkle",59,1003
6165857,2025-12-04,"Brain Sparkle",46,553
6165857,2025-12-04,"Brain Sparkle",36,229
6165857,2025-12-04,"Brain Sparkle",44,539
6165857,2025-12-04,"Brain Sparkle",42,514
6165857,2025-12-04,"Brain Sparkle",39,335
6165857,2025-12-04,"Brain Sparkle",48,647
6165857,2025-12-04,"Brain Sparkle",46,685
6165857,2025-12-04,"Brain Sparkle",36,355
6165857,2025-12-04,"Brain Sparkle",46,613
6165857,2025-12-05,"Brain Sparkle",52,705
6165857,2025-12-05,"Brain Sparkle",76,1813
6165857,2025-12-05,"Brain Sparkle",53,863
6165857,2025-12-05,"Brain Sparkle",84,2463
6165857,2025-12-05,"Brain Sparkle",0,0
6165857,2025-12-05,"Brain Sparkle",46,644
6165857,2025-12-05,"Brain Sparkle",26,208
6165857,2025-12-06,"Brain Sparkle",33,261
6165857,2025-12-06,"Brain Sparkle",44,608
6165857,2025-12-06,"Brain Sparkle",57,912
6165857,2025-12-06,"Brain Sparkle",41,371
6165857,2025-12-06,"Brain Sparkle",45,472
6165857,2025-12-06,"Brain Sparkle",53,898
6165857,2025-12-06,"Brain Sparkle",53,802
6165857,2025-12-06,"Brain Sparkle",46,556
6165857,2025-12-06,"Brain Sparkle",48,730
6165857,2025-12-06,"Brain Sparkle",59,1030
6165857,2025-12-06,"Brain Sparkle",25,263
6165857,2025-12-06,"Brain Sparkle",45,609
6165857,2025-12-06,"Brain Sparkle",26,203
6165857,2025-12-06,"Brain Sparkle",45,515
6165857,2025-12-06,"Brain Sparkle",39,276
6165857,2025-12-06,"Brain Sparkle",36,460
6165857,2025-12-06,"Brain Sparkle",53,860
6165857,2025-12-06,"Brain Sparkle",43,513
6165857,2025-12-06,"Brain Sparkle",56,938
6165857,2025-12-06,"Brain Sparkle",55,1010
6165857,2025-12-06,"Brain Sparkle",62,1179
6165857,2025-12-06,"Brain Sparkle",48,697
6165857,2025-12-06,"Brain Sparkle",50,743
6165857,2025-12-06,"Brain Sparkle",40,451
6165857,2025-12-06,"Brain Sparkle",62,1153
6165857,2025-12-06,"Brain Sparkle",47,629
6165857,2025-12-06,"Brain Sparkle",33,432
6165857,2025-12-06,"Brain Sparkle",69,1637
6165857,2025-12-06,"Brain Sparkle",71,1756
6165857,2025-12-06,"Brain Sparkle",0,0
6165857,2025-12-06,"Brain Sparkle",31,309
6165857,2025-12-06,"Brain Sparkle",30,306
6165857,2025-12-06,"Brain Sparkle",39,482
6165857,2025-12-06,"Brain Sparkle",55,910
6165857,2025-12-07,"Brain Sparkle",47,656
6165857,2025-12-07,"Brain Sparkle",47,679
6165857,2025-12-07,"Brain Sparkle",46,498
6165857,2025-12-07,"Brain Sparkle",45,467
6165857,2025-12-07,"Brain Sparkle",51,771
6165857,2025-12-07,"Brain Sparkle",43,559
6165857,2025-12-07,"Brain Sparkle",42,371
6165857,2025-12-07,"Brain Sparkle",51,709
6165857,2025-12-07,"Brain Sparkle",47,629
6165857,2025-12-07,"Brain Sparkle",35,272
6165857,2025-12-07,"Brain Sparkle",50,779
6165857,2025-12-07,"Brain Sparkle",47,718
6165857,2025-12-07,"Brain Sparkle",52,871
6165857,2025-12-07,"Brain Sparkle",49,729
6165857,2025-12-07,"Brain Sparkle",47,648
6165857,2025-12-07,"Brain Sparkle",0,0
6165857,2025-12-07,"Brain Sparkle",41,354
6165857,2025-12-07,"Brain Sparkle",35,403
6165857,2025-12-07,"Brain Sparkle",41,605
6165857,2025-12-07,"Brain Sparkle",42,543
6165857,2025-12-07,"Brain Sparkle",62,1153
6165857,2025-12-07,"Brain Sparkle",41,403
6165857,2025-12-07,"Brain Sparkle",63,1233
6165857,2025-12-07,"Brain Sparkle",37,320
6165857,2025-12-07,"Brain Sparkle",51,766
6165857,2025-12-07,"Brain Sparkle",38,319
6165857,2025-12-07,"Brain Sparkle",43,563
6165857,2025-12-07,"Brain Sparkle",40,519
6165857,2025-12-07,"Brain Sparkle",57,963
6165857,2025-12-07,"Brain Sparkle",40,236
6165857,2025-12-07,"Brain Sparkle",35,246
6165857,2025-12-07,"Brain Sparkle",55,931
6165857,2025-12-07,"Brain Sparkle",76,1923
6165857,2025-12-07,"Brain Sparkle",83,2285
6165857,2025-12-07,"Brain Sparkle",85,2560
6165857,2025-12-07,"Brain Sparkle",74,1904
6165857,2025-12-07,"Brain Sparkle",80,2123
6165857,2025-12-07,"Brain Sparkle",79,2129
6165857,2025-12-07,"Brain Sparkle",74,2009
6165857,2025-12-08,"Brain Sparkle",68,1408
6165857,2025-12-08,"Brain Sparkle",47,689
6165857,2025-12-08,"Brain Sparkle",68,1391
6165857,2025-12-08,"Brain Sparkle",61,1093
6165857,2025-12-08,"Brain Sparkle",82,2204
6165857,2025-12-08,"Brain Sparkle",53,781
6165857,2025-12-08,"Brain Sparkle",51,649
6165857,2025-12-08,"Brain Sparkle",58,973
6165857,2025-12-08,"Brain Sparkle",62,1181
6165857,2025-12-08,"Brain Sparkle",49,706
6165857,2025-12-08,"Brain Sparkle",59,1102
6165857,2025-12-08,"Brain Sparkle",62,1163
6165857,2025-12-09,"Brain Sparkle",43,454
6165857,2025-12-09,"Brain Sparkle",62,1129
6165857,2025-12-09,"Brain Sparkle",47,638
6165857,2025-12-09,"Brain Sparkle",42,489
6165857,2025-12-09,"Brain Sparkle",44,608
6165857,2025-12-09,"Brain Sparkle",41,473
6165857,2025-12-09,"Brain Sparkle",54,893
6165857,2025-12-09,"Brain Sparkle",52,782
6165857,2025-12-09,"Brain Sparkle",49,559
6165857,2025-12-09,"Brain Sparkle",58,978
6165857,2025-12-10,"Brain Sparkle",81,2104
6165857,2025-12-10,"Brain Sparkle",65,1279
6165857,2025-12-10,"Brain Sparkle",58,1049
6165857,2025-12-11,"Brain Sparkle",56,853
6165857,2025-12-11,"Brain Sparkle",55,838
6165857,2025-12-11,"Brain Sparkle",57,945
6165857,2025-12-11,"Brain Sparkle",0,0
6165857,2025-12-11,"Brain Sparkle",49,680
6165857,2025-12-11,"Brain Sparkle",53,893
6165857,2025-12-11,"Brain Sparkle",51,787
6165857,2025-12-11,"Brain Sparkle",53,806
6165857,2025-12-12,"Brain Sparkle",65,1214
6165857,2025-12-12,"Brain Sparkle",65,1268
6165857,2025-12-12,"Brain Sparkle",50,711
6165857,2025-12-13,"Brain Sparkle",72,1640
6165857,2025-12-13,"Brain Sparkle",45,479
6165857,2025-12-13,"Brain Sparkle",69,1458
6165857,2025-12-14,"Brain Sparkle",49,645
6165857,2025-12-14,"Brain Sparkle",43,475
6165857,2025-12-14,"Brain Sparkle",74,1740
6165857,2025-12-15,"Brain Sparkle",62,1153
6165857,2025-12-15,"Brain Sparkle",54,792
6165857,2025-12-15,"Brain Sparkle",71,1540
6165857,2025-12-16,"Brain Sparkle",62,1170
6165857,2025-12-16,"Brain Sparkle",56,918
6165857,2025-12-16,"Brain Sparkle",41,422
6165857,2025-12-17,"Brain Sparkle",54,845
6165857,2025-12-17,"Brain Sparkle",52,716
6165857,2025-12-17,"Brain Sparkle",76,1725
6165857,2025-11-24,"Finding Nano",27,207
6165857,2025-11-26,"Finding Nano",37,403
6165857,2025-11-26,"Finding Nano",40,455
6165857,2025-11-27,"Finding Nano",56,793
6165857,2025-11-27,"Finding Nano",47,568
6165857,2025-11-27,"Finding Nano",0,0
6165857,2025-11-28,"Finding Nano",40,455
6165857,2025-11-28,"Finding Nano",44,491
6165857,2025-11-28,"Finding Nano",32,308
6165857,2025-11-28,"Finding Nano",48,568
6165857,2025-11-28,"Finding Nano",49,579
6165857,2025-11-29,"Finding Nano",51,629
6165857,2025-11-29,"Finding Nano",51,629
6165857,2025-11-29,"Finding Nano",32,227
6165857,2025-11-30,"Finding Nano",35,301
6165857,2025-11-30,"Finding Nano",47,568
6165857,2025-11-30,"Finding Nano",48,618
6165857,2025-11-30,"Finding Nano",47,568
6165857,2025-11-30,"Finding Nano",45,510
6165857,2025-11-30,"Finding Nano",48,558
6165857,2025-11-30,"Finding Nano",45,510
6165857,2025-11-30,"Finding Nano",47,568
6165857,2025-11-30,"Finding Nano",43,455
6165857,2025-12-01,"Finding Nano",0,0
6165857,2025-12-01,"Finding Nano",35,301
6165857,2025-12-01,"Finding Nano",36,265
6165857,2025-12-01,"Finding Nano",45,510
6165857,2025-12-01,"Finding Nano",47,568
6165857,2025-12-01,"Finding Nano",42,280
6165857,2025-12-01,"Finding Nano",40,423
6165857,2025-12-01,"Finding Nano",40,455
6165857,2025-12-01,"Finding Nano",40,338
6165857,2025-12-01,"Finding Nano",33,263
6165857,2025-12-01,"Finding Nano",40,406
6165857,2025-12-01,"Finding Nano",0,0
6165857,2025-12-01,"Finding Nano",37,325
6165857,2025-12-01,"Finding Nano",31,180
6165857,2025-12-02,"Finding Nano",40,455
6165857,2025-12-02,"Finding Nano",35,301
6165857,2025-12-02,"Finding Nano",55,743
6165857,2025-12-02,"Finding Nano",45,474
6165857,2025-12-02,"Finding Nano",47,568
6165857,2025-12-02,"Finding Nano",47,568
6165857,2025-12-02,"Finding Nano",35,354
6165857,2025-12-02,"Finding Nano",50,652
6165857,2025-12-02,"Finding Nano",49,593
6165857,2025-12-03,"Finding Nano",37,325
6165857,2025-12-03,"Finding Nano",35,202
6165857,2025-12-03,"Finding Nano",45,510
6165857,2025-12-03,"Finding Nano",31,122
6165857,2025-12-03,"Finding Nano",47,568
6165857,2025-12-03,"Finding Nano",45,510
6165857,2025-12-03,"Finding Nano",31,13
6165857,2025-12-03,"Finding Nano",44,409
6165857,2025-12-03,"Finding Nano",43,360
6165857,2025-12-03,"Finding Nano",37,254
6165857,2025-12-03,"Finding Nano",47,568
6165857,2025-12-03,"Finding Nano",37,325
6165857,2025-12-03,"Finding Nano",35,303
6165857,2025-12-03,"Finding Nano",42,422
6165857,2025-12-03,"Finding Nano",31,268
6165857,2025-12-04,"Finding Nano",32,252
6165857,2025-12-04,"Finding Nano",45,510
6165857,2025-12-04,"Finding Nano",39,350
6165857,2025-12-04,"Finding Nano",44,346
6165857,2025-12-04,"Finding Nano",35,301
6165857,2025-12-04,"Finding Nano",34,227
6165857,2025-12-04,"Finding Nano",33,256
6165857,2025-12-04,"Finding Nano",38,338
6165857,2025-12-04,"Finding Nano",47,568
6165857,2025-12-04,"Finding Nano",48,618
6165857,2025-12-04,"Finding Nano",40,455
6165857,2025-12-04,"Finding Nano",43,458
6165857,2025-12-04,"Finding Nano",35,354
6165857,2025-12-04,"Finding Nano",47,513
6165857,2025-12-04,"Finding Nano",41,419
6165857,2025-12-04,"Finding Nano",54,693
6165857,2025-12-04,"Finding Nano",54,693
6165857,2025-12-04,"Finding Nano",35,268
6165857,2025-12-04,"Finding Nano",35,301
6165857,2025-12-04,"Finding Nano",45,510
6165857,2025-12-04,"Finding Nano",45,510
6165857,2025-12-04,"Finding Nano",34,224
6165857,2025-12-04,"Finding Nano",31,221
6165857,2025-12-04,"Finding Nano",51,679
6165857,2025-12-04,"Finding Nano",47,568
6165857,2025-12-04,"Finding Nano",47,568
6165857,2025-12-04,"Finding Nano",46,459
6165857,2025-12-04,"Finding Nano",41,315
6165857,2025-12-05,"Finding Nano",39,350
6165857,2025-12-05,"Finding Nano",41,354
6165857,2025-12-05,"Finding Nano",47,568
6165857,2025-12-05,"Finding Nano",45,510
6165857,2025-12-05,"Finding Nano",47,568
6165857,2025-12-05,"Finding Nano",47,568
6165857,2025-12-05,"Finding Nano",39,286
6165857,2025-12-05,"Finding Nano",40,455
6165857,2025-12-05,"Finding Nano",45,510
6165857,2025-12-05,"Finding Nano",47,568
6165857,2025-12-05,"Finding Nano",51,629
6165857,2025-12-05,"Finding Nano",44,490
6165857,2025-12-05,"Finding Nano",54,693
6165857,2025-12-06,"Finding Nano",38,346
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",39,263
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",42,422
6165857,2025-12-06,"Finding Nano",36,310
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",36,291
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",40,368
6165857,2025-12-06,"Finding Nano",37,325
6165857,2025-12-06,"Finding Nano",47,510
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",36,327
6165857,2025-12-06,"Finding Nano",29,124
6165857,2025-12-06,"Finding Nano",37,403
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",31,210
6165857,2025-12-06,"Finding Nano",26,168
6165857,2025-12-06,"Finding Nano",31,267
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",0,0
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",37,403
6165857,2025-12-06,"Finding Nano",33,285
6165857,2025-12-06,"Finding Nano",35,295
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",40,369
6165857,2025-12-06,"Finding Nano",45,436
6165857,2025-12-06,"Finding Nano",39,432
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",40,455
6165857,2025-12-06,"Finding Nano",34,280
6165857,2025-12-06,"Finding Nano",37,310
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",34,311
6165857,2025-12-06,"Finding Nano",47,563
6165857,2025-12-06,"Finding Nano",34,209
6165857,2025-12-06,"Finding Nano",37,403
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",45,510
6165857,2025-12-06,"Finding Nano",47,568
6165857,2025-12-06,"Finding Nano",41,445
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",45,474
6165857,2025-12-07,"Finding Nano",49,529
6165857,2025-12-07,"Finding Nano",40,455
6165857,2025-12-07,"Finding Nano",47,568
6165857,2025-12-07,"Finding Nano",55,743
6165857,2025-12-07,"Finding Nano",47,568
6165857,2025-12-07,"Finding Nano",47,568
6165857,2025-12-07,"Finding Nano",51,679
6165857,2025-12-07,"Finding Nano",45,421
6165857,2025-12-07,"Finding Nano",51,629
6165857,2025-12-07,"Finding Nano",44,455
6165857,2025-12-07,"Finding Nano",40,401
6165857,2025-12-07,"Finding Nano",47,568
6165857,2025-12-07,"Finding Nano",42,371
6165857,2025-12-07,"Finding Nano",39,350
6165857,2025-12-07,"Finding Nano",39,373
6165857,2025-12-07,"Finding Nano",30,95
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",51,629
6165857,2025-12-07,"Finding Nano",51,629
6165857,2025-12-07,"Finding Nano",43,458
6165857,2025-12-07,"Finding Nano",47,568
6165857,2025-12-07,"Finding Nano",51,629
6165857,2025-12-07,"Finding Nano",40,310
6165857,2025-12-07,"Finding Nano",35,301
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",37,403
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-07,"Finding Nano",27,193
6165857,2025-12-07,"Finding Nano",37,403
6165857,2025-12-07,"Finding Nano",29,205
6165857,2025-12-07,"Finding Nano",32,308
6165857,2025-12-07,"Finding Nano",32,234
6165857,2025-12-07,"Finding Nano",0,0
6165857,2025-12-07,"Finding Nano",45,510
6165857,2025-12-08,"Finding Nano",38,338
6165857,2025-12-08,"Finding Nano",47,568
6165857,2025-12-08,"Finding Nano",41,392
6165857,2025-12-08,"Finding Nano",46,463
6165857,2025-12-08,"Finding Nano",47,568
6165857,2025-12-08,"Finding Nano",45,406
6165857,2025-12-08,"Finding Nano",47,568
6165857,2025-12-08,"Finding Nano",51,629
6165857,2025-12-08,"Finding Nano",41,378
6165857,2025-12-08,"Finding Nano",45,510
6165857,2025-12-08,"Finding Nano",43,458
6165857,2025-12-08,"Finding Nano",45,474
6165857,2025-12-08,"Finding Nano",47,568
6165857,2025-12-08,"Finding Nano",54,693
6165857,2025-12-08,"Finding Nano",40,390
6165857,2025-12-08,"Finding Nano",48,618
6165857,2025-12-08,"Finding Nano",45,510
6165857,2025-12-08,"Finding Nano",45,510
6165857,2025-12-09,"Finding Nano",53,693
6165857,2025-12-09,"Finding Nano",55,743
6165857,2025-12-09,"Finding Nano",44,493
6165857,2025-12-09,"Finding Nano",57,810
6165857,2025-12-09,"Finding Nano",44,441
6165857,2025-12-09,"Finding Nano",51,629
6165857,2025-12-09,"Finding Nano",48,528
6165857,2025-12-09,"Finding Nano",51,629
6165857,2025-12-09,"Finding Nano",55,743
6165857,2025-12-09,"Finding Nano",40,289
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",46,459
6165857,2025-12-09,"Finding Nano",51,679
6165857,2025-12-09,"Finding Nano",44,448
6165857,2025-12-09,"Finding Nano",51,629
6165857,2025-12-09,"Finding Nano",32,214
6165857,2025-12-09,"Finding Nano",39,373
6165857,2025-12-09,"Finding Nano",45,510
6165857,2025-12-09,"Finding Nano",40,455
6165857,2025-12-09,"Finding Nano",40,369
6165857,2025-12-09,"Finding Nano",40,367
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",33,241
6165857,2025-12-09,"Finding Nano",49,598
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",40,335
6165857,2025-12-09,"Finding Nano",45,510
6165857,2025-12-09,"Finding Nano",33,298
6165857,2025-12-09,"Finding Nano",38,299
6165857,2025-12-09,"Finding Nano",51,679
6165857,2025-12-09,"Finding Nano",54,693
6165857,2025-12-09,"Finding Nano",34,333
6165857,2025-12-09,"Finding Nano",41,505
6165857,2025-12-09,"Finding Nano",42,422
6165857,2025-12-09,"Finding Nano",54,693
6165857,2025-12-09,"Finding Nano",56,760
6165857,2025-12-09,"Finding Nano",40,385
6165857,2025-12-09,"Finding Nano",46,467
6165857,2025-12-09,"Finding Nano",36,269
6165857,2025-12-09,"Finding Nano",45,510
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",45,510
6165857,2025-12-09,"Finding Nano",49,668
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",43,408
6165857,2025-12-09,"Finding Nano",41,392
6165857,2025-12-09,"Finding Nano",51,621
6165857,2025-12-09,"Finding Nano",33,114
6165857,2025-12-09,"Finding Nano",54,693
6165857,2025-12-09,"Finding Nano",46,502
6165857,2025-12-09,"Finding Nano",37,299
6165857,2025-12-09,"Finding Nano",34,243
6165857,2025-12-09,"Finding Nano",42,428
6165857,2025-12-09,"Finding Nano",46,463
6165857,2025-12-09,"Finding Nano",43,458
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",41,455
6165857,2025-12-09,"Finding Nano",34,348
6165857,2025-12-09,"Finding Nano",37,382
6165857,2025-12-09,"Finding Nano",51,679
6165857,2025-12-09,"Finding Nano",40,455
6165857,2025-12-09,"Finding Nano",37,382
6165857,2025-12-09,"Finding Nano",57,810
6165857,2025-12-09,"Finding Nano",47,568
6165857,2025-12-09,"Finding Nano",39,373
6165857,2025-12-09,"Finding Nano",51,636
6165857,2025-12-09,"Finding Nano",51,629
6165857,2025-12-09,"Finding Nano",52,620
6165857,2025-12-09,"Finding Nano",44,441
6165857,2025-12-09,"Finding Nano",40,455
6165857,2025-12-09,"Finding Nano",49,529
6165857,2025-12-09,"Finding Nano",51,629
6165857,2025-12-10,"Finding Nano",47,568
6165857,2025-12-10,"Finding Nano",47,568
6165857,2025-12-10,"Finding Nano",45,510
6165857,2025-12-10,"Finding Nano",44,459
6165857,2025-12-11,"Finding Nano",47,568
6165857,2025-12-11,"Finding Nano",40,306
6165857,2025-12-11,"Finding Nano",55,782
6165857,2025-12-11,"Finding Nano",45,426
6165857,2025-12-11,"Finding Nano",37,325
6165857,2025-12-12,"Finding Nano",55,743
6165857,2025-12-12,"Finding Nano",54,693
6165857,2025-12-12,"Finding Nano",46,401
6165857,2025-12-12,"Finding Nano",34,197
6165857,2025-12-12,"Finding Nano",32,177
6165857,2025-12-12,"Finding Nano",38,338
6165857,2025-12-12,"Finding Nano",45,421
6165857,2025-12-12,"Finding Nano",37,201
